127.0.0.1 - - [16/Sep/2016:11:40:47 +0530] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:22:22 +0530] "GET /bookstore/sub_categories HTTP/1.1" 200 3645
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:22:22 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:22:22 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:22:22 +0530] "GET /bookstore/resources/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 200 18028
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:24:45 +0530] "POST /bookstore/sub_category/add HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:24:45 +0530] "GET /bookstore/sub_categorylist HTTP/1.1" 200 2505
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:24:51 +0530] "GET /bookstore/sub_categories HTTP/1.1" 200 3645
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:24:51 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:24:51 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:25:18 +0530] "POST /bookstore/sub_category/add HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:25:18 +0530] "GET /bookstore/sub_categorylist HTTP/1.1" 200 2569
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:25:28 +0530] "GET /bookstore/sub_categories HTTP/1.1" 200 3645
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:25:28 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:25:28 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:25:57 +0530] "POST /bookstore/sub_category/add HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:25:57 +0530] "GET /bookstore/sub_categorylist HTTP/1.1" 200 2567
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:26:00 +0530] "GET /bookstore/sub_categories HTTP/1.1" 200 3645
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:26:00 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:26:00 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:26:27 +0530] "POST /bookstore/sub_category/add HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:26:27 +0530] "GET /bookstore/sub_categorylist HTTP/1.1" 200 2631
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:26:31 +0530] "GET /bookstore/sub_categories HTTP/1.1" 200 3645
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:26:31 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:26:31 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:26:59 +0530] "POST /bookstore/sub_category/add HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:26:59 +0530] "GET /bookstore/sub_categorylist HTTP/1.1" 200 2693
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:27:15 +0530] "GET /bookstore/sub_categories HTTP/1.1" 200 3645
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:27:15 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:27:15 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:30:10 +0530] "POST /bookstore/sub_category/add HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:30:10 +0530] "GET /bookstore/sub_categorylist HTTP/1.1" 200 2707
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:30:31 +0530] "GET /bookstore/sub_categories HTTP/1.1" 200 3645
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:30:31 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:30:31 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:33:49 +0530] "POST /bookstore/sub_category/add HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:33:49 +0530] "GET /bookstore/sub_categorylist HTTP/1.1" 200 2724
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:34:59 +0530] "GET /bookstore/product/edit/sbct01 HTTP/1.1" 500 13162
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:35:20 +0530] "GET /bookstore/sub_categorylist HTTP/1.1" 200 2724
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:38:12 +0530] "GET /bookstore/sub_categorylist HTTP/1.1" 200 2693
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:38:12 +0530] "GET /bookstore/resources/css/bootstrap-theme.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:38:12 +0530] "GET /bookstore/resources/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:38:12 +0530] "GET /bookstore/resources/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:38:23 +0530] "GET /bookstore/sub_categories HTTP/1.1" 200 3645
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:38:23 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:38:23 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:39:25 +0530] "POST /bookstore/sub_category/add HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:39:25 +0530] "GET /bookstore/sub_categorylist HTTP/1.1" 200 2772
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:39:25 +0530] "GET /bookstore/resources/css/bootstrap-theme.min.css HTTP/1.1" 200 23409
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:39:25 +0530] "GET /bookstore/resources/css/bootstrap.min.css HTTP/1.1" 200 121260
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:39:25 +0530] "GET /bookstore/resources/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 200 18028
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:39:51 +0530] "GET /bookstore/sub_categories HTTP/1.1" 200 3645
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:39:51 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:39:51 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:40:27 +0530] "POST /bookstore/sub_category/add HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:40:27 +0530] "GET /bookstore/sub_categorylist HTTP/1.1" 200 2846
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:40:30 +0530] "GET /bookstore/sub_categorylist HTTP/1.1" 200 2846
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:40:30 +0530] "GET /bookstore/resources/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:40:30 +0530] "GET /bookstore/resources/css/bootstrap-theme.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:40:30 +0530] "GET /bookstore/resources/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:40:49 +0530] "GET /bookstore/sub_categories HTTP/1.1" 200 3645
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:40:49 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:40:49 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:44:42 +0530] "POST /bookstore/sub_category/add HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:44:42 +0530] "GET /bookstore/sub_categorylist HTTP/1.1" 200 2927
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:44:42 +0530] "GET /bookstore/resources/css/bootstrap-theme.min.css HTTP/1.1" 200 23409
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:44:42 +0530] "GET /bookstore/resources/css/bootstrap.min.css HTTP/1.1" 200 121260
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:44:42 +0530] "GET /bookstore/resources/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 200 18028
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:45:00 +0530] "GET /bookstore/sub_categories HTTP/1.1" 200 3645
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:45:00 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:45:00 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:50:02 +0530] "POST /bookstore/sub_category/add HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:50:02 +0530] "GET /bookstore/sub_categorylist HTTP/1.1" 200 3002
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:50:18 +0530] "GET /bookstore/sub_categories HTTP/1.1" 200 3645
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:50:18 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:50:18 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:50:44 +0530] "POST /bookstore/sub_category/add HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:50:44 +0530] "GET /bookstore/sub_categorylist HTTP/1.1" 200 3074
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:51:03 +0530] "GET /bookstore/sub_categories HTTP/1.1" 200 3645
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:51:03 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:51:03 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:52:49 +0530] "POST /bookstore/sub_category/add HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:52:49 +0530] "GET /bookstore/sub_categorylist HTTP/1.1" 200 3144
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:52:52 +0530] "GET /bookstore/sub_categories HTTP/1.1" 200 3645
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:52:52 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:52:52 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:53:08 +0530] "POST /bookstore/sub_category/add HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:53:08 +0530] "GET /bookstore/sub_categorylist HTTP/1.1" 200 3152
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:53:16 +0530] "GET /bookstore/sub_categories HTTP/1.1" 200 3645
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:53:16 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:53:16 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:53:49 +0530] "POST /bookstore/sub_category/add HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:53:49 +0530] "GET /bookstore/sub_categorylist HTTP/1.1" 200 3146
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:53:54 +0530] "GET /bookstore/sub_categories HTTP/1.1" 200 3645
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:53:54 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:53:54 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:57:00 +0530] "POST /bookstore/sub_category/add HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:57:00 +0530] "GET /bookstore/sub_categorylist HTTP/1.1" 200 3226
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:57:31 +0530] "GET /bookstore/sub_categorylist HTTP/1.1" 200 3226
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:57:31 +0530] "GET /bookstore/resources/css/bootstrap-theme.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:57:31 +0530] "GET /bookstore/resources/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:57:33 +0530] "GET /bookstore/resources/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:57:37 +0530] "GET /bookstore/sub_categories HTTP/1.1" 200 3645
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:57:37 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:12:57:37 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:01:15 +0530] "POST /bookstore/sub_category/add HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:01:15 +0530] "GET /bookstore/sub_categorylist HTTP/1.1" 200 3292
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:01:15 +0530] "GET /bookstore/resources/css/bootstrap-theme.min.css HTTP/1.1" 200 23409
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:01:15 +0530] "GET /bookstore/resources/css/bootstrap.min.css HTTP/1.1" 200 121260
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:01:15 +0530] "GET /bookstore/resources/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 200 18028
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:02:01 +0530] "GET /bookstore/sub_categories HTTP/1.1" 200 3645
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:02:01 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:02:01 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:02:45 +0530] "POST /bookstore/sub_category/add HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:02:45 +0530] "GET /bookstore/sub_categorylist HTTP/1.1" 200 3355
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:02:53 +0530] "GET /bookstore/sub_categories HTTP/1.1" 200 3645
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:02:53 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:02:53 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:06:39 +0530] "POST /bookstore/sub_category/add HTTP/1.1" 500 12733
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:06:44 +0530] "GET /bookstore/sub_categories HTTP/1.1" 200 3645
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:06:44 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:06:44 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:10:24 +0530] "POST /bookstore/sub_category/add HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:10:24 +0530] "GET /bookstore/sub_categorylist HTTP/1.1" 200 3425
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:10:37 +0530] "GET /bookstore/sub_categorylist HTTP/1.1" 200 3425
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:10:37 +0530] "GET /bookstore/resources/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:10:37 +0530] "GET /bookstore/resources/css/bootstrap-theme.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:10:37 +0530] "GET /bookstore/resources/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:11:47 +0530] "GET /bookstore/sub_categories HTTP/1.1" 200 3645
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:11:47 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:11:48 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:13:09 +0530] "POST /bookstore/sub_category/add HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:13:09 +0530] "GET /bookstore/sub_categorylist HTTP/1.1" 200 3441
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:13:09 +0530] "GET /bookstore/resources/css/bootstrap-theme.min.css HTTP/1.1" 200 23409
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:13:09 +0530] "GET /bookstore/resources/css/bootstrap.min.css HTTP/1.1" 200 121260
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:13:09 +0530] "GET /bookstore/resources/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 200 18028
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:13:15 +0530] "GET /bookstore/sub_categorylist HTTP/1.1" 200 3441
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:13:15 +0530] "GET /bookstore/resources/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:13:15 +0530] "GET /bookstore/resources/css/bootstrap-theme.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:13:15 +0530] "GET /bookstore/resources/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:14:12 +0530] "GET /bookstore/sub_categories HTTP/1.1" 200 3645
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:14:12 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:14:12 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:14:35 +0530] "POST /bookstore/sub_category/add HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:14:35 +0530] "GET /bookstore/sub_categorylist HTTP/1.1" 200 3511
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:14:35 +0530] "GET /bookstore/resources/css/bootstrap-theme.min.css HTTP/1.1" 200 23409
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:14:35 +0530] "GET /bookstore/resources/css/bootstrap.min.css HTTP/1.1" 200 121260
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:14:35 +0530] "GET /bookstore/resources/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 200 18028
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:15:03 +0530] "GET /bookstore/sub_categories HTTP/1.1" 200 3645
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:15:03 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:15:03 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:17:47 +0530] "POST /bookstore/sub_category/add HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:17:47 +0530] "GET /bookstore/sub_categorylist HTTP/1.1" 200 3564
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:17:49 +0530] "GET /bookstore/sub_categories HTTP/1.1" 200 3645
0:0:0:0:0:0:0:1 - - [16/Sep/2016:13:17:49 +0530] "GET /bookstore/%3Cu:url%20value= HTTP/1.1" 404 992
